["WJ O'Reilly", 11.58, 21.08, 'Spin', 1932, 1946, 1, 0.8, 0]
['HM Thurlow', 2.93, 73.26, 'Fast', 1932, 1932, 1, 0.8715921759400022, 0]
['JHW Fingleton', 37.97, 100, 'OpenBat', 1932, 1938, 1, 1.2, 0]
['LJ Nash', 15.6, 38.89, 'Fast', 1932, 1937, 1, 0.9495578778135048, 0]
['LE Nagel', 15.26, 54.56, 'Fast', 1932, 1932, 1, 0.9956853634251577, 0]
["LPJ O'Brien", 21.58, 100, 'Bat', 1933, 1936, 1, 1.2, 0]
['EH Bromley', 15.06, 55.4, 'PartSpin', 1933, 1934, 0.8085106382978723, 0.8, 0]
['LS Darling', 25.77, 66.56, 'Bat', 1933, 1937, 1, 0.9331036462819409, 0]
['HSB Love', 18.86, 100, 'WK', 1933, 1933, 1, 1.2, 0]
['HH Alexander', 3.82, 88.37, 'Fast', 1933, 1933, 1, 1.2, 0]
['WA Brown', 43.36, 100, 'OpenBat', 1934, 1948, 1, 1.2, 1]
['AG Chipperfield', 27.17, 71.09, 'PartSpin', 1934, 1938, 1, 1.1041487695184193, 0]
['HI Ebeling', 8.7, 42.66, 'Fast', 1934, 1934, 1, 1.1214717741935483, 0]
['LO Fleetwood-Smith', 5.16, 34.82, 'Spin', 1935, 1938, 1, 1.185053233044115, 0]
['EL McCormick', 5.3, 42.37, 'Fast', 1935, 1938, 1, 1.195570074921653, 0]
['CL Badcock', 24.44, 100, 'Bat', 1936, 1938, 0.7547169811320755, 1.2, 0]
['RH Robinson', 17.14, 100, 'Bat', 1936, 1936, 1, 1.2, 0]
['MW Sievers', 16.47, 54.76, 'Fast', 1936, 1937, 0.5, 0.8, 0]
['FA Ward', 7.52, 40.67, 'Spin', 1936, 1938, 0.5, 1.0486827521527837, 0]
['RG Gregory', 23.65, 52.29, 'Bat', 1937, 1937, 0.6754966887417219, 1.2, 0]
['BA Barnett', 18.58, 100, 'WK', 1938, 1938, 0.9774436090225563, 1.2, 0]
['AL Hassett', 43.71, 64.56, 'Bat', 1938, 1953, 1, 1.2, 24]
['MG Waite', 14.8, 57.94, 'Med', 1938, 1938, 1, 0.8, 0]
['SG Barnes', 39.28, 48.35, 'OpenPartSpin', 1938, 1948, 1, 0.8772988852670128, 0]
['IWG Johnson', 18.9, 30.48, 'Spin', 1946, 1956, 1, 0.9537225752307879, 17]
['RR Lindwall', 21.98, 23.93, 'Fast', 1946, 1960, 1, 1.0258363858363857, 1]
['CL McCool', 26.62, 36.59, 'Spin', 1946, 1950, 1, 0.9768200666168173, 0]
['KD Meuleman', 26.56, 100, 'OpenBat', 1946, 1946, 1, 1.2, 0]
['KR Miller', 37.73, 23.45, 'Fast', 1946, 1956, 1, 0.9825970144748163, 0]
['D Tallon', 17.46, 100, 'WK', 1946, 1953, 1, 1.2, 0]
['ERH Toshack', 4.82, 32.56, 'Med', 1946, 1948, 1, 0.8, 0]
['AR Morris', 46.27, 56.84, 'OpenBat', 1946, 1955, 1, 1.17000117000117, 2]
['GE Tribe', 18.49, 38.37, 'Spin', 1946, 1947, 1, 1.085526315789474, 0]
['FAW Freer', 17.35, 45.17, 'Fast', 1946, 1946, 1, 1.1562500000000002, 0]
['B Dooland', 16.1, 31.26, 'Spin', 1947, 1948, 0.596078431372549, 1.2, 0]
['MR Harvey', 19.89, 100, 'OpenBat', 1947, 1947, 0.8037383177570093, 1.2, 0]
['RA Hamence', 22.55, 100, 'Bat', 1947, 1948, 0.6982758620689655, 1.2, 0]
['WA Johnston', 10.5, 24.4, 'Fast', 1947, 1955, 1, 0.9113342734098099, 0]
['RN Harvey', 51.65, 58.5, 'Bat', 1948, 1963, 1, 0.8, 1]
['LJ Johnson', 9.52, 37.46, 'Fast', 1948, 1948, 1, 0.8, 0]
['SJE Loxton', 28.87, 43.15, 'PartFast', 1948, 1951, 1, 1.0005447091539807, 0]
['DT Ring', 18.65, 42.36, 'Spin', 1948, 1953, 1, 1.1209029066171923, 0]
['RA Saggers', 13.62, 100, 'WK', 1948, 1950, 1, 1.2, 0]
['J Moroney', 30.8, 100, 'OpenBat', 1949, 1952, 1, 1.2, 0]
['G Noblet', 8.34, 38.17, 'Fast', 1950, 1953, 1, 0.8, 0]
['JB Iverson', 7.45, 36.72, 'Spin', 1950, 1951, 1, 0.8, 0]
['KA Archer', 19.83, 100, 'OpenBat', 1950, 1951, 1, 1.2, 0]
['JW Burke', 37.55, 53.32, 'OpenPartSpin', 1951, 1959, 1, 0.8, 0]
['GB Hole', 26.05, 62.02, 'Bat', 1951, 1955, 1, 0.8442211055276382, 0]
['GRA Langley', 16.35, 100, 'WK', 1951, 1956, 1, 1.2, 0]
['R Benaud', 25.63, 28.33, 'Spin', 1952, 1964, 1, 0.9314543692953514, 28]
['CC McDonald', 41.96, 100, 'OpenBat', 1952, 1961, 1, 1.0089686098654709, 0]
['GR Thoms', 20.61, 100, 'OpenBat', 1952, 1952, 1, 1.2, 0]
['RG Archer', 25.47, 37.57, 'Fast', 1953, 1956, 1, 0.9916634062659886, 0]
['ID Craig', 23.22, 100, 'Bat', 1953, 1958, 1, 1.2, 5]
['AK Davidson', 25.77, 21.51, 'Fast', 1953, 1963, 1, 0.875027017614339, 0]
['JC Hill', 9.94, 41.73, 'Spin', 1953, 1955, 1, 1.2, 0]
['JH de Courcy', 21.98, 100, 'Bat', 1953, 1953, 1, 1.2, 0]
['LE Favell', 27.71, 100, 'OpenBat', 1954, 1961, 1, 1.2, 0]
['LV Maddocks', 20.65, 100, 'WK', 1955, 1956, 1, 1.2, 0]
['PJP Burge', 38.68, 100, 'Bat', 1955, 1966, 1, 1.2, 0]
['WJ Watson', 19.92, 100, 'Bat', 1955, 1955, 1, 1.2, 0]
['WPA Crawford', 12.41, 41.66, 'Fast', 1956, 1956, 1, 0.8, 0]
['KD Mackay', 33.94, 43.99, 'PartMed', 1956, 1963, 1, 0.8, 0]
['JW Rutherford', 20.27, 54.84, 'OpenPartSpin', 1956, 1956, 1, 1.1210762331838566, 0]
['JW Wilson', 3.63, 55.14, 'Spin', 1956, 1956, 1, 0.8, 0]
['ATW Grout', 14.89, 100, 'WK', 1957, 1966, 1, 1.2, 0]
['LF Kline', 5.95, 41.38, 'Spin', 1957, 1961, 1, 0.8643494823370852, 0]
['I Meckiff', 8.7, 36.66, 'Fast', 1957, 1963, 1, 0.9984960577064764, 0]
['RB Simpson', 45.02, 46.52, 'OpenPartSpin', 1957, 1978, 1, 1.094883187529301, 39]
['RA Gaunt', 6.07, 44.9, 'Fast', 1958, 1964, 1, 1.11972644962435, 0]
["NCL O'Neill", 44.96, 56.25, 'PartMed', 1958, 1965, 1, 1.2, 0]
['KN Slater', 12.88, 74.84, 'Med', 1959, 1959, 1, 1.0428138766519823, 0]
['GF Rorke', 6.28, 42.39, 'Fast', 1959, 1959, 1, 0.8, 0]
['GB Stevens', 21.2, 100, 'OpenBat', 1959, 1960, 1, 1.2, 0]
['BN Jarman', 14.65, 100, 'WK', 1959, 1969, 1, 1.2, 1]
['JW Martin', 15.64, 48.59, 'Spin', 1961, 1967, 1, 1.1410233553218043, 0]
['FM Misson', 10.88, 51.72, 'Fast', 1961, 1961, 1, 1.2, 0]
['DE Hoare', 11.26, 46.35, 'Fast', 1961, 1961, 1, 1.2, 0]
['WM Lawry', 45.54, 100, 'OpenBat', 1961, 1971, 1, 1.0804321728691475, 25]
['GD McKenzie', 11.85, 28.77, 'Fast', 1961, 1971, 1, 1.0448475527307242, 0]
['BC Booth', 41.75, 70.3, 'Bat', 1961, 1966, 1, 0.8477528742306352, 2]
['CEJ Guest', 10.81, 46.53, 'Fast', 1963, 1963, 1, 1.0372714486638537, 0]
['BK Shepherd', 30.47, 100, 'Bat', 1963, 1965, 1, 0.8763388510223953, 0]
['NJN Hawke', 15.46, 31.93, 'Fast', 1963, 1968, 1, 0.9676999563806021, 0]
['AN Connolly', 8.8, 30.36, 'Fast', 1963, 1971, 1, 0.9612594078306687, 0]
['TR Veivers', 28.21, 54.28, 'Spin', 1963, 1967, 1, 0.8271024945411236, 0]
['IR Redpath', 41.94, 52.66, 'OpenBat', 1964, 1976, 1, 1.2, 0]
['GE Corling', 5.73, 52.29, 'Fast', 1964, 1964, 0.5, 0.9763982481624273, 0]
['RM Cowper', 45.24, 45.19, 'PartSpin', 1964, 1968, 1, 0.9555502733539338, 0]
['RHD Sellers', 10.14, 66.08, 'PartSpin', 1964, 1964, 1, 1.2, 0]
['IM Chappell', 41.67, 63.6, 'PartSpin', 1964, 1980, 1, 1.1037536851198737, 30]
['DJ Sincock', 11.2, 60.87, 'Spin', 1964, 1966, 1, 1.2, 0]
['LC Mayne', 7.64, 47.34, 'Fast', 1965, 1970, 1, 1.2, 0]
['PI Philpott', 15.89, 46.4, 'Spin', 1965, 1966, 1, 1.114504157100506, 0]
['G Thomas', 25.09, 100, 'Bat', 1965, 1966, 1, 1.2, 0]
['PJ Allan', 6.02, 43.05, 'Fast', 1965, 1965, 1, 1.089810924369748, 0]
['KD Walters', 47.66, 49.75, 'PartMed', 1965, 1981, 1, 1.0463067208380243, 0]
['KR Stackpole', 36.11, 65.18, 'OpenPartSpin', 1966, 1974, 1, 1.060523657835444, 0]
['DA Renneberg', 4.0, 45.06, 'Fast', 1966, 1968, 1, 1.2, 0]
['HB Taber', 13.67, 100, 'WK', 1966, 1970, 1, 1.2, 0]
['GD Watson', 16.89, 41.64, 'Med', 1967, 1972, 1, 1.131503920171062, 0]
['JW Gleeson', 10.03, 35.3, 'Spin', 1967, 1972, 1, 0.9347982608920978, 0]
['AP Sheahan', 32.73, 100, 'Bat', 1967, 1974, 1, 1.2, 0]
['EW Freeman', 14.78, 41.9, 'Fast', 1968, 1970, 1, 1.2, 0]
['LR Joslin', 15.84, 100, 'Bat', 1968, 1968, 1, 1.2, 0]
['RJ Inverarity', 21.37, 48.97, 'PartSpin', 1968, 1972, 1, 0.8, 0]
['AA Mallett', 11.49, 29.51, 'Spin', 1968, 1980, 1, 0.9465465465465465, 0]
['TJ Jenner', 15.88, 46.97, 'Spin', 1970, 1975, 1, 0.9594998815036861, 0]
['RW Marsh', 26.51, 100, 'WK', 1970, 1984, 1, 1.2, 0]
['AL Thomson', 5.0, 45.34, 'Fast', 1970, 1971, 1, 1.058720685524342, 0]
['GS Chappell', 53.85, 44.82, 'PartMed', 1970, 1984, 1, 0.8351487158442511, 48]
['JRF Duncan', 4.75, 50.85, 'Fast', 1971, 1971, 1, 0.8, 0]
["KJ O'Keeffe", 22.89, 40.3, 'Spin', 1971, 1977, 1, 0.8995542347696879, 0]
['DK Lillee', 13.64, 23.8, 'Fast', 1971, 1984, 1, 1.0532094179136127, 0]
['AR Dell', 3.19, 44.34, 'Fast', 1971, 1974, 1, 0.8, 0]
['KH Eastwood', 22.15, 100, 'OpenPartSpin', 1971, 1971, 1, 1.2, 0]
['DJ Colley', 14.7, 52.13, 'Fast', 1972, 1972, 1.05, 1.031285636372651, 0]
['BC Francis', 18.85, 100, 'OpenBat', 1972, 1972, 0.7591240875912408, 1.2, 0]
['R Edwards', 37.17, 100, 'Bat', 1972, 1975, 1, 1.2, 0]
['RAL Massie', 6.58, 38.03, 'Fast', 1972, 1973, 1, 0.8965130216091508, 0]
['J Benaud', 24.08, 100, 'Bat', 1972, 1973, 1, 1.2, 0]
['JR Thomson', 12.85, 28.09, 'Fast', 1973, 1985, 1, 1.2, 0]
['MHN Walker', 17.91, 27.16, 'Fast', 1973, 1977, 1, 0.8909139464527513, 0]
['JR Watkins', 20.64, 53.83, 'PartSpin', 1973, 1973, 0.5, 1.058467741935484, 0]
['JR Hammond', 9.54, 47.0, 'Fast', 1973, 1973, 1, 1.145145646256375, 0]
['IC Davis', 24.92, 100, 'OpenBat', 1974, 1977, 0.8753953194180898, 1.2, 0]
['GJ Gilmour', 21.07, 45.9, 'Fast', 1974, 1977, 1.3644067796610169, 1.2, 0]
['G Dymock', 9.29, 34.06, 'Fast', 1974, 1980, 1, 0.8874536037075094, 0]
['AG Hurst', 5.56, 38.85, 'Fast', 1974, 1979, 1.0408163265306123, 0.9318434192441197, 0]
['AJ Woodcock', 18.49, 100, 'OpenBat', 1974, 1974, 0.8181818181818182, 1.2, 0]
['WJ Edwards', 15.44, 100, 'OpenBat', 1974, 1974, 0.6210045662100456, 1.2, 0]
['RB McCosker', 39.36, 100, 'OpenBat', 1975, 1980, 0.8463344638664232, 1.2, 0]
['A Turner', 26.77, 100, 'OpenBat', 1975, 1977, 1.0131926121372032, 1.2, 0]
['GJ Cosier', 27.9, 60.67, 'PartMed', 1975, 1978, 1, 0.8995502248875562, 0]
['GN Yallop', 40.97, 94.79, 'Bat', 1976, 1984, 1, 1.2, 7]
['DW Hookes', 34.45, 67.67, 'Bat', 1977, 1985, 1, 0.9597378277153558, 0]
['LS Pascoe', 6.8, 36.51, 'Fast', 1977, 1982, 0.8060836501901141, 1.1014735841144792, 0]
['RD Robinson', 22.71, 100, 'Bat', 1977, 1977, 0.8130081300813008, 1.2, 0]
['CS Serjeant', 22.53, 100, 'Bat', 1977, 1978, 1, 1.2, 0]
['RJ Bright', 14.36, 45.44, 'Spin', 1977, 1986, 0.6402877697841727, 0.8874378691721181, 0]
['KJ Hughes', 37.27, 100, 'Bat', 1977, 1984, 1, 0.8, 28]
['MF Malone', 10.51, 40.38, 'Fast', 1977, 1977, 1.1358024691358024, 0.8, 0]
['WM Clark', 6.55, 43.69, 'Fast', 1977, 1979, 1, 1.0372168152114198, 0]
['PA Hibbert', 22.02, 100, 'OpenBat', 1977, 1977, 0.5, 1.2, 0]
['AL Mann', 16.42, 59.54, 'Spin', 1977, 1978, 1.0188679245283019, 1.2, 0]
['AD Ogilvie', 19.16, 100, 'Bat', 1977, 1978, 1, 1.2, 0]
['SJ Rixon', 17.12, 100, 'WK', 1977, 1985, 1, 1.2, 0]
['PM Toohey', 29.93, 100, 'Bat', 1977, 1980, 1, 1.2, 0]
['J Dyson', 26.54, 100, 'OpenBat', 1977, 1984, 0.6634122528679521, 1.2, 0]
['JB Gannon', 3.65, 51.34, 'Fast', 1977, 1978, 1, 1.138729417702353, 0]
['IW Callen', 7.11, 45.86, 'Fast', 1978, 1978, 1, 0.9941013185287993, 0]
['WM Darling', 25.34, 100, 'OpenBat', 1978, 1979, 1, 1.2, 0]
['GM Wood', 32.05, 100, 'OpenBat', 1978, 1988, 1, 1.2, 0]
['B Yardley', 19.48, 33.06, 'Spin', 1978, 1983, 1, 1.005421862250142, 0]
['JD Higgs', 4.58, 39.56, 'Spin', 1978, 1981, 1, 0.9727424053266749, 0]
['TJ Laughlin', 18.7, 52.91, 'Med', 1978, 1978, 1, 1.1627906976744184, 0]
['RM Hogg', 9.78, 31.1, 'Fast', 1978, 1984, 1, 1.03129963479098, 0]
['JA Maclean', 14.07, 100, 'WK', 1978, 1979, 0.5, 1.2, 0]
['AR Border', 49.39, 55.44, 'PartSpin', 1979, 1994, 1, 0.8329798100259815, 93]
['PH Carlson', 15.75, 43.74, 'Med', 1979, 1979, 0.7301587301587301, 0.8, 0]
